id,nazwa
1423,Pesta s.c.
1424,Fundacja Bitner
1425,PPUH Wons
1426,Rozum Sp.k.
1427,Fundacja Cukier S.A.
1428,FPUH Wandas-Holc Sp. z o.o. Sp.k.
1429,Krzyśków Sp.j.
1430,Grupa Skotarek Sp. z o.o.
1431,Grupa Długajczyk-Solarczyk Sp.j.
1432,Popielarczyk S.A.
1433,Stój-Szmajda Sp.j.
1434,Madera-Budkiewicz i syn s.c.
1435,PPUH Buśko
1436,Gorzelańczyk i syn s.c.
1437,Matyka Sp.k.
1438,Kuza-Roś S.A.
1439,Grupa Zębik
1440,Stowarzyszenie Szulczyk-Wojtach Sp. z o.o.
1441,Fundacja Kijanka-Kopytko s.c.
1442,Spółdzielnia Korkosz
1443,FPUH Pinda-Deryło Sp. z o.o. Sp.k.
1444,Kiełek-Fugiel S.A.
1445,Związek-Latoszek i syn s.c.
1446,Citko Sp. z o.o. Sp.k.
1447,Samol-Fabiszak Sp.j.
1448,FPUH Gosik-Drążyk s.c.
1449,Leonowicz-Lisoń i syn s.c.
1450,Grupa Zegar s.c.
1451,Chołody Sp. z o.o. Sp.k.
1452,PPUH Gruza
1453,Stowarzyszenie Plizga S.A.
1454,Malarczyk-Olchawa Sp. z o.o. Sp.k.
1455,Kurzyna-Lisak S.A.
1456,Gabinety Świerkosz
1457,Gabinety Podeszwa
1458,Stowarzyszenie Miśko
1459,Gabinety Chwalisz Sp.j.
1460,Kempka-Kruś Sp.j.
1461,Wita s.c.
1462,Wojak s.c.
1463,PPUH Maruszczyk
1464,Stowarzyszenie Kazek Sp.j.
1465,Flasza-Wawszczyk s.c.
1466,Spółdzielnia Ślęczka
1467,Spółdzielnia Moździerz-Ryszkiewicz Sp.j.
1468,Paczos S.A.
1469,Larysz-Superson Sp. z o.o.
1470,Fundacja Ksel
1471,Korzekwa Sp. z o.o. Sp.k.
1472,Spółdzielnia Tymczyszyn-Dmoch Sp. z o.o.
1473,Kloska i syn s.c.
1474,Węgrzyk-Judek Sp.k.
1475,Stowarzyszenie Zander Sp. z o.o.
1476,FPUH Juśkiewicz
1477,Grupa Cis-Drozdowicz Sp.j.
1478,Bobik s.c.
1479,Durlik-Słaba S.A.
1480,Stowarzyszenie Słonka
1481,Roskosz Sp.j.
1482,Grupa Sornat Sp. z o.o. Sp.k.
1483,Kargol Sp. z o.o. Sp.k.
1484,Winek S.A.
1485,Mortka Sp.j.
1486,Spółdzielnia Broniek Sp. z o.o. Sp.k.
1487,Stowarzyszenie Trzcionka
1488,Stowarzyszenie Zontek
1489,FPUH Paździora
1490,Fundacja Gorol
1491,PPUH Małysiak
1492,Jasionek-Gula Sp. z o.o. Sp.k.
1493,Spółdzielnia Gal Sp. z o.o. Sp.k.
1494,Stowarzyszenie Kazior Sp.k.
1495,Stanisławczyk-Gryta s.c.
1496,FPUH Twardosz-Mysiak Sp.j.
1497,Rorat i syn s.c.
1498,Spółdzielnia Krysta
1499,Gabinety Jakimiak
1500,PPUH Kalisiak Sp.k.
1501,Grupa Feliksiak-Puch s.c.
1502,Grupa Fronczyk
1503,Paśnik s.c.
1504,Grupa Strzelczak Sp.j.
1505,Gabinety Wnuczek-Lelonek Sp. z o.o. Sp.k.
1506,Grupa Karol-Stanclik Sp.j.
1507,Grupa Rapa-Czubaszek s.c.
1508,Grupa Błażejak-Politowicz Sp. z o.o. Sp.k.
1509,PPUH Kawulok Sp. z o.o. Sp.k.
1510,Gabinety Rzeźniczak
1511,Nijak-Słoka Sp. z o.o.
1512,Piekart-Parus Sp. z o.o. Sp.k.
1513,Grupa Utrata
1514,FPUH Małycha
1515,Jachna-Kurbiel s.c.
1516,Fundacja Płocharczyk
1517,FPUH Piekacz
1518,PPUH Perczak
1519,Spółdzielnia Dziadowicz
1520,FPUH Węgrzyk-Balas Sp. z o.o.
1521,Gieroń i syn s.c.
1522,Galek-Uryga Sp. z o.o.
1523,Fundacja Madera Sp.k.
1524,Gabinety Molka
1525,Fundacja Kuran Sp.j.
1526,FPUH Romejko i syn s.c.
1527,Smal Sp.j.
1528,Spółdzielnia Sereda s.c.
1529,Boryczko i syn s.c.
1530,Kurz S.A.
1531,Macias-Twardy Sp.j.
1532,Grupa Winek Sp. z o.o.
1533,FPUH Piwowarek Sp. z o.o. Sp.k.
1534,FPUH Sierżant-Nastały Sp.j.
1535,Gabinety Ludwik Sp.k.
1536,Stowarzyszenie Pompa-Dawiec Sp.j.
1537,FPUH Martyn Sp.j.
1538,Krężołek-Mućka S.A.
1539,Kościołek Sp. z o.o. Sp.k.
1540,Fundacja Bender i syn s.c.
1541,Fundacja Włodyka s.c.
1542,Spółdzielnia Wojtyś
1543,Kudlak-Pawełko s.c.
1544,Bździuch Sp.j.
1545,Spółdzielnia Grębowiec-Staś Sp. z o.o.
1546,Drobisz s.c.
1547,Grupa Czerner-Komuda S.A.
1548,Misiaszek Sp. z o.o.
1549,Spółdzielnia Kopczyk
1550,Spółdzielnia Mazepa i syn s.c.
1551,FPUH Kleinschmidt Sp.j.
1552,Jankowicz S.A.
1553,Fundacja Trybuś
1554,Gabinety Osica
1555,Spółdzielnia Garncarz s.c.
1556,Fundacja Picheta i syn s.c.
1557,Dzwonnik s.c.
1558,Stowarzyszenie Surdel Sp.j.
1559,Stowarzyszenie Galik
1560,Fundacja Wujec-Sterna Sp. z o.o.
1561,Pawlos Sp. z o.o.
1562,Stowarzyszenie Jędruch-Kudlak Sp. z o.o. Sp.k.
1563,Spółdzielnia Maćków-Golonko s.c.
1564,Grupa Nawrotek S.A.
1565,Zapiór s.c.
1566,Wywiał-Słabosz Sp. z o.o.
1567,Spółdzielnia Poreda S.A.
1568,PPUH Wawszczak Sp.k.
1569,Jędruszczak-Kacperczyk i syn s.c.
1570,Grupa Korab
1571,Wakuła-Cogiel s.c.
1572,Spółdzielnia Solis-Drela Sp.j.
1573,Fundacja Zbylut Sp. z o.o. Sp.k.
1574,Szczerbiak-Dzienisz Sp. z o.o. Sp.k.
1575,Kostera-Wlaźlak Sp. z o.o.
1576,Gryska-Parus s.c.
1577,Fundacja Garncarek i syn s.c.
1578,Faruga S.A.
1579,Spółdzielnia Kasper Sp. z o.o. Sp.k.
1580,Fundacja Hass-Kuropatwa s.c.
1581,Słomian s.c.
1582,Karkocha i syn s.c.
1583,Mysior-Monkiewicz Sp. z o.o. Sp.k.
1584,Sykała-Irla i syn s.c.
1585,Stowarzyszenie Jeżyna
1586,Gabinety Balawender
1587,Grupa Gorgol-Gnyp S.A.
1588,Dyś-Łęgowik Sp. z o.o.
1589,Gabinety Janowiak i syn s.c.
1590,Spółdzielnia Wojak
1591,FPUH Kursa
1592,Stowarzyszenie Szmagaj
1593,Pęciak Sp. z o.o. Sp.k.
1594,Gajownik-Kusik Sp. z o.o.
1595,Stowarzyszenie Foit Sp. z o.o. Sp.k.
1596,Gomuła-Szajna Sp.j.
1597,FPUH Chomiuk S.A.
1598,Majnusz-Wylegała Sp. z o.o.
1599,Stowarzyszenie Cieniuch-Sowała Sp.j.
1600,Spółdzielnia Dzienniak
1601,Gęsiarz-Leszcz i syn s.c.
1602,FPUH Drewa-Czerniakiewicz Sp.j.
1603,Spółdzielnia Karalus
1604,PPUH Piechura S.A.
1605,Gabinety Janiuk-Gryga Sp. z o.o. Sp.k.
1606,Fundacja Kozień-Panasewicz Sp.j.
1607,Gabinety Mroczko Sp. z o.o. Sp.k.
1608,Dziadkiewicz-Bąkiewicz Sp.k.
1609,Stowarzyszenie Ciereszko-Szumiło S.A.
1610,Fundacja Kopyto-Pyś S.A.
1611,Tomys Sp.j.
1612,Mędrala Sp.j.
1613,Kolman-Grys s.c.
1614,Spółdzielnia Pietraszkiewicz Sp. z o.o. Sp.k.
1615,Stowarzyszenie Cieloch-Droździel Sp.j.
1616,Gromala-Wójt Sp.j.
1617,Kinder Sp.j.
1618,Spółdzielnia Nesterowicz S.A.
1619,Pyziak s.c.
1620,Początek-Koziatek Sp.k.
1621,Spółdzielnia Klepka
1622,Tlałka-Pawliczak Sp. z o.o. Sp.k.
1623,FPUH Czapiga-Kuśnierek S.A.
1624,Dorawa Sp.k.
1625,Stowarzyszenie Cisoń
1626,Ważny-Szyma Sp.k.
1627,Stowarzyszenie Wawrzyczek-Chochół s.c.
1628,Spółdzielnia Hyży Sp. z o.o. Sp.k.
1629,Kranc S.A.
1630,Spółdzielnia Bartel Sp. z o.o. Sp.k.
1631,PPUH Ćwirko-Hadaś Sp.k.
1632,Gabinety Pela-Witkowicz s.c.
1633,Grupa Janoszek
1634,Grupa Jarczyk-Pogorzelec s.c.
1635,Stowarzyszenie Soczewka
1636,Jędral-Rorat Sp.k.
1637,Spółdzielnia Kiciak
1638,Stowarzyszenie Stupak-Jonik Sp. z o.o.
1639,PPUH Wojtyś
1640,Gabinety Pachowicz Sp. z o.o.
1641,Neska Sp.j.
1642,Szpara S.A.
1643,PPUH Miśkowiec Sp. z o.o.
1644,Grupa Kozar-Wysota S.A.
1645,Grupa Sadoch-Pawliszyn Sp. z o.o. Sp.k.
1646,Małyszek-Giersz S.A.
1647,Powierża i syn s.c.
1648,Jasnoch Sp.j.
1649,Gabinety Maruszczak Sp. z o.o. Sp.k.
1650,Lewko Sp.k.
1651,Gabinety Gajdzik
1652,Jancewicz s.c.
1653,Grupa Kapuścik-Frydrychowicz Sp. z o.o.
1654,Kozubal-Skoneczna Sp.k.
1655,Misior-Nieścior i syn s.c.
1656,Spólnik-Kawula i syn s.c.
1657,Wołoszyk Sp.j.
1658,Grupa Balik-Oleksak s.c.
1659,Jonak s.c.
1660,Fundacja Siudek-Józwik Sp. z o.o. Sp.k.
1661,PPUH Łachacz-Ludwisiak i syn s.c.
1662,PPUH Lukas-Łasica Sp.j.
1663,Połetek S.A.
1664,Gabinety Sarota-Siejak S.A.
1665,Szulczyk-Olesiejuk Sp. z o.o.
1666,Jantos-Kleina i syn s.c.
1667,Fundacja Sojda-Kuza Sp. z o.o.
1668,Grupa Irla
1669,Spółdzielnia Koniecko
1670,FPUH Szymula-Kmak s.c.
1671,Spółdzielnia Forysiak
1672,Grupa Osada
1673,Stowarzyszenie Kulon
1674,Jancewicz Sp. z o.o.
1675,Grupa Różewicz
1676,Stowarzyszenie Steckiewicz-Kocoł Sp.j.
1677,Skubała-Kuzior i syn s.c.
1678,PPUH Kołpak-Grzela i syn s.c.
1679,Wąsiewicz s.c.
1680,PPUH Latko
1681,Grupa Pazoła Sp.k.
1682,PPUH Bazyluk-Panuś S.A.
1683,Czochara S.A.
1684,Stowarzyszenie Oleszko
1685,Podeszwa-Buza Sp. z o.o. Sp.k.
1686,Stowarzyszenie Kominiak-Pieszak Sp.j.
1687,PPUH Hajdasz-Gniewek Sp. z o.o.
1688,Jaremko Sp. z o.o.
1689,Bobel-Rok Sp. z o.o.
1690,PPUH Siemek-Kramer Sp.j.
1691,Burza-Matyszczak s.c.
1692,Babij Sp. z o.o.
1693,Pych-Sajda i syn s.c.
1694,Spółdzielnia Stanisławek-Janoszek Sp. z o.o. Sp.k.
1695,Bujko-Mandrysz s.c.
1696,Gabinety Opyrchał-Nestorowicz Sp.k.
1697,Grupa Borysiuk
1698,Stowarzyszenie Danisz-Hawro Sp. z o.o. Sp.k.
1699,Fundacja Chwedczuk-Pakosz i syn s.c.
1700,Rozmiarek-Brygoła S.A.
1701,Stowarzyszenie Goik-Sędek s.c.
1702,Rychcik-Skupin s.c.
1703,Wakuła Sp. z o.o.
1704,Stowarzyszenie Walentynowicz i syn s.c.
1705,Semik Sp. z o.o. Sp.k.
1706,PPUH Ksel Sp. z o.o. Sp.k.
1707,Ławniczek Sp.k.
1708,Fundacja Materek
1709,FPUH Miara-Jędryczka Sp. z o.o. Sp.k.
1710,FPUH Wójs
1711,Odrzywołek-Polewka Sp. z o.o.
1712,Grupa Prasek
1713,Migda i syn s.c.
1714,Fundacja Staciwa
1715,FPUH Aleksiejuk-Jerzyk Sp. z o.o.
1716,Górkiewicz i syn s.c.
1717,PPUH Zander-Szpyra i syn s.c.
1718,Sajnóg Sp. z o.o. Sp.k.
1719,Duszczyk-Sadlak Sp.j.
1720,Fundacja Szczypiór s.c.
1721,Gabinety Dębniak
1722,Gabinety Ruszel-Zamora Sp. z o.o. Sp.k.
1723,Majczyna-Kościołek Sp. z o.o. Sp.k.
1724,Grupa Sroga
1725,FPUH Rajczak
1726,Stowarzyszenie Zygmuntowicz i syn s.c.
1727,PPUH Mularz Sp. z o.o. Sp.k.
1728,Stowarzyszenie Siara i syn s.c.
1729,Żabka S.A.
1730,Spółdzielnia Prostak-Cieciora i syn s.c.
1731,PPUH Gryska
1732,Spółdzielnia Bancerz
1733,Fundacja Furmankiewicz
1734,Kałwak Sp.j.
1735,Gabinety Kuder
1736,Rzeźniczak-Pieczarka S.A.
1737,Szwaj-Zawiasa i syn s.c.
1738,FPUH Widłak
1739,Mitera-Wyroba Sp.j.
1740,Gabinety Ziemak
1741,Związek-Sobstyl Sp. z o.o. Sp.k.
1742,Heller Sp. z o.o.
1743,Mejer-Teodorowicz Sp. z o.o.
1744,Stowarzyszenie Pyszka s.c.
1745,Kuba-Daniec Sp.k.
1746,Spółdzielnia Bidas
1747,Grupa Kosałka Sp. z o.o. Sp.k.
1748,FPUH Łapot-Ciak Sp.k.
1749,Grupa Bazyluk
1750,Stowarzyszenie Mazek
1751,Fundacja Oleksiewicz
1752,Stowarzyszenie Kleban-Pyziak i syn s.c.
1753,Zbrzeźniak Sp. z o.o.
1754,Smagacz S.A.
1755,Stowarzyszenie Lemke
1756,FPUH Matus-Golon Sp. z o.o. Sp.k.
1757,FPUH Madura-Nazarewicz s.c.
1758,PPUH Tabak-Andreasik Sp.k.
1759,Pietrusiak-Sieg Sp.j.
1760,FPUH Jędra
1761,Fundacja Hallmann
1762,PPUH Gasek-Giel i syn s.c.
1763,Grupa Dubel
1764,Grupa Hadała-Jankowicz Sp.k.
1765,Potoczna-Perka i syn s.c.
1766,FPUH Dąbrowicz
1767,Banachowicz i syn s.c.
1768,Gabinety Kuliberda-Bobko Sp. z o.o.
1769,Buchholz-Baster i syn s.c.
1770,Gabinety Szyca-Koziatek Sp.j.
1771,PPUH Kranc i syn s.c.
1772,Kutek-Chaberek Sp. z o.o. Sp.k.
1773,Dybiec Sp. z o.o.
1774,Wójcikiewicz Sp. z o.o. Sp.k.
1775,Gabinety Strządała s.c.
1776,Mydlak-Siwczak i syn s.c.
1777,Kochanowicz-Pindor i syn s.c.
1778,Stowarzyszenie Ścibior Sp.j.
1779,Milewczyk-Wyrostek S.A.
1780,Organiściak S.A.
1781,Krzyśków-Lica S.A.
1782,Toma-Rolek Sp.k.
1783,FPUH Olewniczak S.A.
1784,Wittbrodt-Wiencek Sp. z o.o. Sp.k.
1785,Holewa Sp. z o.o. Sp.k.
1786,Gabinety Parkitna
1787,Gabinety Dyczko-Lenc s.c.
1788,Grupa Hermanowicz-Witas Sp. z o.o.
1789,Kycia Sp.k.
1790,Spółdzielnia Kott-Jewuła s.c.
1791,FPUH Dziedzina i syn s.c.
1792,Spółdzielnia Imiołczyk-Garczyk Sp. z o.o. Sp.k.
1793,FPUH Dzika Sp.j.
1794,Grupa Wyderka
1795,Spółdzielnia Jantos-Kajdan Sp. z o.o. Sp.k.
1796,Korbel Sp.k.
1797,Grupa Konieczek-Subocz Sp. z o.o. Sp.k.
1798,Pyrz s.c.
1799,Malcharek-Klekot Sp.k.
1800,Spółdzielnia Molga
1801,Grupa Giedrojć-Hermanowicz s.c.
1802,Zemanek Sp.j.
1803,Fundacja Bulanda
1804,Stowarzyszenie Salomon-Drygas Sp.j.
1805,FPUH Duszkiewicz-Kolarczyk S.A.
1806,Warchał-Kunysz S.A.
1807,Stowarzyszenie Pazera
1808,PPUH Rezmer
1809,Gabinety Kuliberda
1810,Spółdzielnia Węgrzyk S.A.
1811,Buśko-Labus Sp.j.
1812,Strzyż-Młotek Sp. z o.o.
1813,Fundacja Wygoda
1814,Fundacja Ogłaza
1815,Grupa Dłubak-Surdyk Sp.k.
1816,Spółdzielnia Wieja-Cieciora S.A.
1817,Fundacja Matela Sp. z o.o. Sp.k.
1818,Piotrowiak-Bąbol Sp.k.
1819,Grymuza-Kudłacik Sp. z o.o. Sp.k.
1820,FPUH Czerner-Kryszczuk Sp. z o.o. Sp.k.
1821,Stowarzyszenie Łosiak Sp.k.
1822,FPUH Wacławczyk-Słoboda Sp.j.
1823,Stowarzyszenie Cimoch-Faltyn Sp. z o.o. Sp.k.
1824,Stowarzyszenie Połetek
1825,FPUH Kosznik Sp. z o.o.
1826,Stowarzyszenie Ciepłuch-Lindner S.A.
1827,Molka Sp.k.
1828,Gabinety Karpeta s.c.
1829,Grupa Klinkosz
1830,Grupa Waloszczyk
1831,Fundacja Błądek
1832,Stowarzyszenie Soczewka Sp.j.
1833,FPUH Karwot Sp.j.
1834,FPUH Ziegert-Kęsek i syn s.c.
1835,Smoczyk i syn s.c.
1836,Gabinety Szkoda
1837,Kołata-Drozda Sp.j.
1838,FPUH Jakimiak-Wiertelak s.c.
1839,Gabinety Pęksa s.c.
1840,Spółdzielnia Konrad
1841,PPUH Domka-Cieciora Sp.j.
1842,Stowarzyszenie Wójt
1843,PPUH Pronobis i syn s.c.
1844,PPUH Klucznik Sp.k.
1845,FPUH Pawlaczek
1846,Fundacja Faryna Sp. z o.o.
1847,Szulczyk S.A.
1848,Gabinety Makosz s.c.
1849,Spółdzielnia Filus-Ochwat Sp. z o.o.
1850,Spółdzielnia Wężyk s.c.
1851,Grupa Nyk-Hojka Sp. z o.o. Sp.k.
1852,Spółdzielnia Bluszcz
1853,Działak s.c.
1854,Jakimiak-Walo Sp. z o.o.
1855,Gabinety Wichłacz Sp.k.
1856,Manista-Wasilewicz s.c.
1857,Grupa Janoszka-Podkowa Sp. z o.o. Sp.k.
1858,Abramczuk i syn s.c.
1859,Gabinety Hanke Sp. z o.o. Sp.k.
1860,Spółdzielnia Józefczak-Zieja Sp.j.
1861,Stowarzyszenie Kubasiewicz i syn s.c.
1862,PPUH Męcik i syn s.c.
1863,Wójcikiewicz i syn s.c.
1864,Fundacja Marchlewicz
1865,Fundacja Pacocha S.A.
1866,Skutnik-Wendt Sp.j.
1867,FPUH Sołek s.c.
1868,Gabinety Chomiak
1869,Glaza-Golan S.A.
1870,FPUH Stiller Sp. z o.o.
1871,Gabinety Ropiak
1872,Skierka Sp. z o.o.
1873,Grupa Lizurej Sp. z o.o.
1874,Bączkiewicz-Pal Sp. z o.o. Sp.k.
1875,Fundacja Morka-Kokosza s.c.
1876,PPUH Osipowicz-Sznura Sp.k.
1877,Furgała-Mateusiak s.c.
1878,Jargieło Sp.j.
1879,Fundacja Gruza i syn s.c.
1880,Fundacja Amanowicz-Bachanek s.c.
1881,Bejm-Wojtyna Sp. z o.o.
1882,Fundacja Dankiewicz-Stosio S.A.
1883,Chwalisz Sp. z o.o. Sp.k.
1884,Gabinety Stróż-Okraska i syn s.c.
1885,Luks-Para S.A.
1886,PPUH Majewicz-Ignatiuk Sp.k.
1887,Stowarzyszenie Pasieczna
1888,Fundacja Mleczek Sp.j.
1889,Stowarzyszenie Szmelter-Elert Sp.j.
1890,Gabinety Jarczak-Terka i syn s.c.
1891,Chmara-Serwach S.A.
1892,Stowarzyszenie Jarmużek Sp. z o.o. Sp.k.
1893,Stowarzyszenie Powała
1894,Gabinety Neska
1895,Grupa Chomiak Sp. z o.o.
1896,Grupa Pieczarka
1897,FPUH Hermanowicz i syn s.c.
1898,Bazydło s.c.
1899,FPUH Sąsiadek Sp. z o.o.
1900,Strzyż-Pasztaleniec Sp. z o.o.
1901,Spółdzielnia Fiedler-Fogt Sp. z o.o. Sp.k.
1902,Barej-Orzeszek Sp.j.
1903,Kretowicz-Kontny Sp.k.
1904,Cybul-Kuza s.c.
1905,Gabinety Pabiś Sp.k.
1906,Bajak-Litwińczuk Sp. z o.o. Sp.k.
1907,Stowarzyszenie Waszczyk-Golisz Sp. z o.o. Sp.k.
1908,PPUH Wietecha-Honkisz Sp.j.
1909,Fundacja Granat S.A.
1910,PPUH Drabczyk-Makles Sp.j.
1911,Pszczółka Sp.j.
1912,Skotarczak-Zawalich Sp.k.
1913,Dobrosz-Łągiewka i syn s.c.
1914,Bartman Sp.j.
1915,Gabinety Wawrzyńczyk-Malcher Sp.k.
1916,Gabinety Dziadura Sp.k.
1917,Ryguła i syn s.c.
1918,Fundacja Twardzik-Laszczyk S.A.
1919,Karwan s.c.
1920,FPUH Nijak-Pilipczuk Sp. z o.o.
1921,Gadzała Sp.k.
1922,Stowarzyszenie Neubauer Sp. z o.o. Sp.k.
1923,Stowarzyszenie Bździuch Sp.j.
1924,Spółdzielnia Nurek Sp. z o.o. Sp.k.
1925,Spółdzielnia Lew
1926,Grupa Hejna
1927,Gabinety Fołta Sp. z o.o.
1928,Gabinety Ficner i syn s.c.
1929,Grupa Budkiewicz S.A.
1930,Stowarzyszenie Kalarus i syn s.c.
1931,Fundacja Herbut S.A.
1932,Spółdzielnia Hass Sp.k.
1933,Fundacja Buksa
1934,Fundacja Przekop i syn s.c.
1935,Pacholik-Morgała s.c.
1936,Żelazek Sp. z o.o.
1937,Fundacja Siciarz-Osada Sp.k.
1938,Gabinety Litwa
1939,PPUH Fudalej Sp. z o.o.
1940,Dyszy-Duchnik s.c.
1941,Kwak-Dyjach S.A.
1942,Taciak-Procek Sp.k.
1943,Neugebauer Sp.k.
1944,Poreda Sp.k.
1945,Spółdzielnia Faltyn
1946,PPUH Kajstura-Nagórka Sp. z o.o.
1947,Ochal-Wocial Sp. z o.o. Sp.k.
1948,Stowarzyszenie Michniak-Hołubowicz Sp.k.
1949,PPUH Smalec i syn s.c.
1950,Spółdzielnia Pleskot Sp.j.
1951,Thiel-Bubel Sp.k.
1952,FPUH Nyk Sp.k.
1953,Matejczuk Sp. z o.o. Sp.k.
1954,Kocaj Sp.k.
1955,Nieszporek-Chlebek i syn s.c.
1956,PPUH Fyda-Golenia s.c.
1957,Spółdzielnia Rycerz
1958,Spółdzielnia Kulis-Ziętal i syn s.c.
1959,Stowarzyszenie Banek Sp.j.
1960,Gabinety Putek Sp.k.
1961,Jaśko Sp. z o.o. Sp.k.
1962,Fundacja Job-Jaremko i syn s.c.
1963,PPUH Przewoźna
1964,Klamka Sp. z o.o. Sp.k.
1965,Toczko s.c.
1966,Palej s.c.
1967,Kałwak-Myszor s.c.
1968,FPUH Fidos s.c.
1969,Fundacja Damps-Durlik Sp.j.
1970,Furgała S.A.
1971,Stowarzyszenie Żuberek-Dankiewicz s.c.
1972,PPUH Larysz-Kopa s.c.
1973,Sypuła-Rurka Sp. z o.o. Sp.k.
1974,Gabinety Drynda
1975,PPUH Skup-Lukas Sp. z o.o.
1976,Grupa Męcik Sp.k.
1977,PPUH Kaluga-Klupś Sp.j.
1978,Tatarek Sp. z o.o. Sp.k.
1979,PPUH Melaniuk
1980,FPUH Wandas
1981,Gogola s.c.
1982,Sarniak-Kurtyka Sp.k.
1983,Spółdzielnia Księżak
1984,Gabinety Tytko
1985,Stowarzyszenie Kurpisz
1986,FPUH Biernacik
1987,Gabinety Minkina
1988,Zapadka Sp. z o.o.
1989,Polakiewicz-Paluszak Sp. z o.o. Sp.k.
1990,Kiciak i syn s.c.
1991,Kurczab-Kiełek Sp.k.
1992,PPUH Gajdzik
1993,FPUH Joszko Sp.k.
1994,Fundacja Mostek-Rykała Sp.j.
1995,Janiuk-Brodawka s.c.
1996,Stowarzyszenie Wojtera Sp.k.
1997,Jażdżyk-Dulik Sp. z o.o. Sp.k.
1998,Stowarzyszenie Fronczyk
1999,PPUH Ruszczak Sp. z o.o. Sp.k.
2000,Spółdzielnia Golon-Sommer Sp. z o.o.
2001,Nazimek Sp. z o.o.
2002,FPUH Szczerek-Stasica Sp. z o.o.
2003,FPUH Karmelita-Danisz Sp. z o.o. Sp.k.
2004,Fundacja Klemens
2005,Gabinety Palak
2006,Orman-Picheta Sp.k.
2007,Grupa Kubowicz-Warczak Sp. z o.o. Sp.k.
2008,Fundacja Sośniak S.A.
2009,Grupa Stefanik S.A.
2010,Grupa Czerwionka-Famuła Sp. z o.o. Sp.k.
2011,Sławik s.c.
2012,Gabinety Lubera Sp.k.
2013,Spółdzielnia Golczyk-Kazek Sp. z o.o. Sp.k.
2014,Maćków Sp. z o.o.
2015,Fundacja Jędryczka Sp. z o.o.
2016,Fundacja Makosz-Boruń Sp.k.
2017,FPUH Zbylut-Nazarko s.c.
2018,Bałazy-Smyl Sp.j.
2019,Składanek-John Sp.k.
2020,Gabinety Wężyk
2021,Klyta i syn s.c.
2022,Kuster-Lelonek Sp.k.
2023,PPUH Palak
2024,FPUH Łukowicz-Boruń Sp. z o.o. Sp.k.
2025,Stowarzyszenie Mirga-Stochmal S.A.
2026,Gabinety Tomal
2027,Józwik Sp.k.
2028,Gabinety Rząca
2029,Gabinety Michalczak S.A.
2030,Muskała i syn s.c.
2031,Mrózek-Matejczyk Sp.j.
2032,PPUH Stoltman-Sado Sp. z o.o.
2033,Kaletka-Samiec i syn s.c.
2034,Kornak Sp. z o.o.
2035,Stowarzyszenie Warwas-Penar i syn s.c.
2036,Grupa Klęk-Kuświk S.A.
2037,Grupa Makar s.c.
2038,Gabara-Feluś i syn s.c.
2039,Kozieja-Witkowicz Sp. z o.o. Sp.k.
2040,Gabinety Kuffel
2041,Spółdzielnia Ignatiuk-Bacik s.c.
2042,Fundacja Kurtyka
2043,Kryza Sp.k.
2044,PPUH Bacik Sp. z o.o.
2045,Grupa Karyś Sp.k.
2046,FPUH Korzonek
2047,Rzeźniczak S.A.
2048,Maćków i syn s.c.
2049,FPUH Matwiejczyk S.A.
2050,Warchał S.A.
2051,Fundacja Woroch-Szpala Sp. z o.o. Sp.k.
2052,Spółdzielnia Ostasz
2053,Dorawa-Sierota Sp. z o.o.
2054,Śmieja Sp.j.
2055,Frelich s.c.
2056,Gabinety Bartoś Sp. z o.o. Sp.k.
2057,Gnyp S.A.
2058,Oziębło-Zugaj Sp.j.
2059,Maruszczak S.A.
2060,Jędrak-Hojda Sp.k.
2061,PPUH Martyka-Buława i syn s.c.
2062,Pruchnik s.c.
2063,Skutnik Sp. z o.o. Sp.k.
2064,Szłapka-Kulus Sp. z o.o.
2065,Chalimoniuk i syn s.c.
2066,Cabała Sp. z o.o. Sp.k.
2067,Grupa Zdobylak Sp. z o.o.
2068,FPUH Meissner
2069,Grupa Idec-Patyna i syn s.c.
2070,Grześków Sp. z o.o.
2071,Dryka-Wężyk Sp. z o.o. Sp.k.
2072,Grupa Kubrak i syn s.c.
2073,Grupa Dylong S.A.
2074,Fundacja Matuszyk
2075,FPUH Kutera
2076,Stowarzyszenie Golon-Makosz S.A.
2077,FPUH Skubała-Gabryelczyk Sp. z o.o.
2078,Stowarzyszenie Pawliczak
2079,Fundacja Deluga-Filak Sp. z o.o. Sp.k.
2080,Kruś Sp.j.
2081,Powałka-Brach Sp. z o.o. Sp.k.
2082,FPUH Kubisz-Prochownik Sp.j.
2083,FPUH Tatarczuk s.c.
2084,Borysiak-Macias Sp. z o.o. Sp.k.
2085,PPUH Konieczek-Buława Sp.k.
2086,PPUH Węgrzynowicz
2087,Chachaj Sp.k.
2088,FPUH Doroszuk
2089,Gabinety Bogumił-Tomzik s.c.
2090,Gabinety Prygiel
2091,Stowarzyszenie Tonder-Srokosz Sp.k.
2092,PPUH Ślimak
2093,Spółdzielnia Dubel Sp.j.
2094,FPUH Bracha Sp. z o.o. Sp.k.
2095,Stowarzyszenie Bogusiewicz Sp.k.
2096,Gabinety Hak Sp. z o.o.
2097,Fundacja Wejman-Mytnik s.c.
2098,Ciuła Sp. z o.o.
2099,Stebel S.A.
2100,Sadza Sp. z o.o. Sp.k.
2101,Bik s.c.
